customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3968-FLOLI,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,72.48,3840.79,No
1996-XZRUN,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,84.32,440.99,Yes
2735-RCVLZ,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,96.78,4542.64,Yes
8179-BRUGT,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.25,5194.47,No
5681-DYRYJ,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1166.13,No
7570-MUWKW,Male,0,No,No,58,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.34,3191.16,No
8763-QMDWR,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.94,352.01,Yes
9953-JMLUJ,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,81.1,485.34,Yes
5070-GFCMG,Female,0,No,No,37,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,54.59,2075.56,No
3486-KAHDY,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.65,1492.3,No
5154-OTQMP,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.08,2538.66,Yes
8056-MABRD,Male,1,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,102.48,2840.61,Yes
1373-SOZFZ,Female,1,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.56,866.1,No
5189-VZFNB,Female,0,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.08,539.6,Yes
8421-EWZJV,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.71,129.68,Yes
7096-NVJCD,Female,1,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,67.1,129.12,Yes
5104-NFOMG,Female,0,No,No,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,92.15,3659.8,Yes
8022-AEPSD,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,80.68,490.57,Yes
9497-NULJN,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),102.07,6867.08,No
1243-OQXRX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),93.61,3941.08,No
5130-BUVWS,Male,1,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,91.15,6097.68,No
1543-JAFCS,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,86.19,2004.09,Yes
7185-MIFOP,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),86.29,3528.77,No
4447-QQUPZ,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.62,3201.74,Yes
1408-MISGQ,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,107.85,7995.33,No
3064-DGISW,Female,1,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,111.83,6826.54,No
9944-RROZW,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.45,3919.24,No
3431-LGOGV,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.49,4306.35,No
7975-PXJDJ,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.64,845.43,No
5680-TDPRE,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.59,4145.78,No
3061-FSEKD,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,93.54,6904.63,No
8412-RLNOR,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.79,88.56,Yes
5505-APPQO,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,106.94,4850.99,No
2007-FSGJI,Male,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,91.69,3046.16,No
7034-FXMDY,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),76.46,4841.85,No
1799-BOLPZ,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),78.61,76.07,No
4081-XWHME,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.32,119.31,No
8042-GXCYQ,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.63,93.96,Yes
1164-NSEUX,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.17,195.0,Yes
5680-QAAGD,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.29,3425.53,No
3771-ZRTSS,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.63,293.11,No
9333-PTOAQ,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),61.3,2855.71,No
2649-UTUJY,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),98.7,6391.78,No
9867-JHLSL,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.87,89.6,No
9377-XNWIH,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.3,78.29,Yes
6915-NVGCT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,77.91,5780.05,No
2760-LLLSY,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.31,3199.35,No
5897-DODPO,Male,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.26,179.58,Yes
8651-QMECI,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.04,1093.34,Yes
3441-LZVHU,Male,1,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,56.16,4013.33,No
5557-MHOLC,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,927.96,Yes
6786-IDOKA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,82.08,4552.57,No
4129-WGUSG,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.12,326.5,Yes
2159-CZYZE,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.72,722.11,No
6383-XQLNL,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.84,2194.49,No
8326-ODMXT,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.43,36.51,Yes
2679-MWSHV,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.82,320.6,Yes
5349-HGKKZ,Female,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,593.69,No
7433-AUVPV,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.11,993.24,No
3946-SEAIX,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.86,70.02,No
6360-CQIBY,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.87,584.97,Yes
4701-VHQGA,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.69,1777.53,Yes
4414-FZIYZ,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.08,72.69,Yes
6091-GXMJJ,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.24,1050.5,Yes
1656-HSEWS,Male,0,No,No,71,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,73.07,5413.22,No
3240-EPFHM,Male,0,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,878.77,No
6562-TEIFQ,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.41,1177.06,Yes
2218-QAPLS,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.97,1074.54,Yes
9770-VLBXB,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,70.16,202.06,Yes
4899-NMUYG,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.66,420.18,Yes
4620-WRVHQ,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.28,2886.85,No
1680-IMFFT,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.99,1119.49,Yes
6529-ADLEI,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.96,1379.25,No
7198-NKXPT,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.04,1845.89,No
9310-CJDYO,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,68.53,142.76,Yes
3593-QNZMI,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),73.05,3816.97,No
6807-TGBAS,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.69,36.73,No
7141-IKDJA,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.32,95.45,Yes
3657-KSFNT,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.09,313.05,Yes
9348-WRCML,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,86.34,2716.85,No
8336-HKPGO,Male,1,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.08,140.02,Yes
9992-XCNOA,Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),71.11,3968.64,No
6554-ENGDU,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,88.65,86.59,Yes
6696-TYORC,Male,1,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,73.71,2336.75,No
5682-INIGP,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.35,3441.05,No
5516-WUPMM,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,81.01,708.35,No
2721-FQYEG,Female,1,No,No,40,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),72.11,2849.57,No
2360-VYCNL,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.42,228.79,No
8011-EGZGK,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.8,289.56,Yes
8591-PYXHX,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,71.61,4471.49,No
6541-CBTEK,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.6,425.27,Yes
9103-XACER,Male,1,No,Yes,63,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,57.92,3733.22,No
5481-UVFOU,Female,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.36,797.58,Yes
5145-OTVSV,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,91.02,1683.39,Yes
5091-WOGOH,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.93,324.58,Yes
8660-BTFVA,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,83.78,2552.71,Yes
6724-JLIAE,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.26,1549.23,Yes
6353-PYOXO,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.03,79.52,Yes
3863-HALHX,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.43,685.13,No
4179-ATPLI,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.22,202.64,Yes
6389-ZGPRK,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.1,2260.01,No
7840-KVQPM,Female,1,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.69,675.57,Yes
6390-GXQPX,Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,76.36,3898.79,No
5706-BETEM,Female,1,No,No,64,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),73.68,4754.56,No
3719-SYHTN,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,87.62,175.21,Yes
7652-DIONS,Male,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),87.5,1457.03,Yes
9823-YVPGO,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.23,88.3,Yes
7444-NKTUL,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.51,171.2,Yes
5628-YGPHW,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,81.18,78.76,No
3441-VAYYV,Female,1,No,No,30,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.63,2898.23,No
2903-LIXPN,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,76.22,2094.8,No
4159-YMSGL,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.13,173.92,Yes
1987-TLTHS,Male,1,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.11,911.31,Yes
8372-EYWSO,Male,0,No,No,10,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.98,696.95,No
5434-EZHBB,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.02,1079.55,Yes
4830-WCDZY,Male,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),71.18,3222.3,No
9111-WOSIE,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,82.14,4075.01,No
2723-KSWCM,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.12,1512.7,No
5592-KTODO,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.02,2100.5,No
3423-MFWBZ,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,78.65,1730.92,No
5432-LWNDQ,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.85,3185.19,Yes
3744-NEOQN,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.55,276.05,Yes
1023-MSUAY,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.79,725.52,No
7476-ESJHR,Female,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.68,3466.25,No
1875-FVUMN,Female,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,81.13,5988.28,Yes
8069-AYTIV,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.48,3187.84,No
9953-CWJSE,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.92,182.58,Yes
9906-SODUM,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,76.76,308.05,Yes
4719-ZREID,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.11,692.31,No
7978-LNBVV,Female,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.79,5339.61,No
5000-BZAIO,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.47,254.28,No
7625-MMSLD,Female,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,63.25,3712.84,No
4269-ZVASG,Male,0,No,No,38,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.71,3027.78,No
3262-VHYOF,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),78.25,4675.39,No
8167-QRZZN,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),93.23,3477.86,No
9128-TCRIN,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,57.18,2478.02,No
6187-WUDOF,Male,1,Yes,No,10,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.34,811.97,Yes
3408-UBYIA,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,72.51,3936.84,No
2547-OTTZI,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.86,1374.8,No
9843-AKRMQ,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.67,6076.46,No
5187-MBFFL,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.66,27.2,No
5431-OUOYD,Male,0,No,No,45,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.74,3369.95,No
5637-GJGWR,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,102.31,7454.2,No
4617-MNFLG,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.54,4478.35,No
7409-FGUHC,Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.05,422.94,Yes
7713-PYYFM,Male,1,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),88.96,6384.65,No
5306-DVZXG,Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),66.8,702.42,Yes
3193-HASWZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.95,27.54,Yes
3895-QKIXI,Male,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,476.55,No
2063-WWIHL,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.99,261.94,No
3048-DYMQK,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.39,193.31,No
9422-DVEAR,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),88.97,2568.83,Yes
3666-GVUHE,Female,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),81.17,3507.18,Yes
6750-LQQJS,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,92.82,6574.83,No
1833-KOCXP,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),90.08,4568.02,No
4514-GQPQT,Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),88.45,5638.01,No
2529-QVVVL,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,103.54,2474.61,Yes
8791-FYHBR,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,55.64,861.32,Yes
1956-DQPRU,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.01,4346.67,No
4550-TKRAL,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.15,1866.19,No
2098-BOERU,Male,1,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),88.09,3570.96,Yes
7960-QGESY,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.63,396.81,No
9881-DEIQC,Male,0,No,No,19,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,68.31,1251.2,No
1174-MWAQC,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.4,2541.54,No
2037-QOLPW,Female,1,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.93,86.99,Yes
7992-ZZSBD,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,86.52,6170.06,No
9594-PVYPR,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.28,1086.26,No
1278-TOXUB,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.3,1242.18,No
2752-TZCMF,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.12,336.29,Yes
2144-CWPLQ,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.64,3429.58,No
3930-QWJEP,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),91.17,6687.96,No
